Year,Round,Day,Date,Time,Home,H_PTS,Away,A_PTS,Referee/s,Stadium,Crowd,delete
2009,Round 3,Sat,Mar 28th,7:30pm,Warriors,10,Brisbane,26,"J. Robinson, M. Cecchin",Mt Smart,"24,538",
2009,Round 3,Sun,Mar 29th,3:00pm,St George Illawarra,10,Cronulla,6,"G. Badger, T. De Las Heras",WIN Jubilee,"20,047",
2009,Round 3,Sun,Mar 29th,2:00pm,South Sydney,22,Newcastle,12,"A. Klein, B. Suttor",Central Coast,"15,227",
2009,Round 3,Mon,Mar 30th,7:00pm,Manly Warringah,10,Penrith,12,"B. Cummins, P. Haines",Brookvale,"8,667",
2009,Round 4,Fri,Apr 3rd,6:35pm,Brisbane,12,St George Illawarra,25,"S. Hayne, M. Cecchin",Suncorp,"42,435",
2009,Round 4,Fri,Apr 3rd,7:35pm,Sydney,24,Parramatta,6,"T. Archer, S. Lyons",SFS,"11,231",
2009,Round 4,Sat,Apr 4th,7:30pm,Melbourne,6,Gold Coast Titans,18,"A. Klein, B. Suttor",Olympic Park,"11,698",
2009,Round 4,Sat,Apr 4th,5:30pm,Penrith,42,Wests Tigers,22,"B. Cummins, P. Haines",CUA Stadium,"15,813",
2009,Round 4,Sun,Apr 5th,2:00pm,Bulldogs,24,Cronulla,12,"J. Robinson, G. Sutton",ANZ,"15,520",
2009,Round 4,Sun,Apr 5th,3:00pm,Newcastle,26,Manly Warringah,12,"J. Maxwell, A. Shortall",EnergyAustralia,"15,324",
2009,Round 4,Sun,Apr 5th,2:00pm,Warriors,16,South Sydney,22,"T. De Las Heras, G. Badger",Mt Smart,"19,386",
2009,Round 4,Mon,Apr 6th,7:00pm,Canberra,23,North Queensland,18,"T. Archer, S. Lyons",Canberra Stadium,"12,198",
2009,Round 5,Fri,Apr 10th,7:35pm,Parramatta,8,St George Illawarra,22,"A. Klein, B. Suttor",Parramatta,"19,017",
2009,Round 5,Fri,Apr 10th,7:35pm,Sydney,24,Brisbane,28,"G. Badger, M. Cecchin",SFS,"18,464",
2009,Round 5,Sat,Apr 11th,5:30pm,Cronulla,14,Canberra,24,"B. Cummins, A. Shortall",Toyota,"8,561",
2009,Round 5,Sat,Apr 11th,7:30pm,Melbourne,16,Penrith,14,"T. Archer, C. James",Olympic Park,"10,110",
2009,Round 5,Sat,Apr 11th,7:30pm,North Queensland,10,Gold Coast Titans,14,"J. Maxwell, P. Haines",Dairy Farmers,"18,123",
2009,Round 5,Sun,Apr 12th,3:00pm,Manly Warringah,23,Wests Tigers,10,"S. Hayne, T. De Las Heras",Brookvale,"17,942",
2009,Round 5,Sun,Apr 12th,2:00pm,Newcastle,24,Warriors,22,"G. Badger, S. Lyons",EnergyAustralia,"13,626",
2009,Round 5,Mon,Apr 13th,7:00pm,Bulldogs,14,South Sydney,12,"A. Klein, B. Suttor",ANZ,"22,775",
2009,Round 6,Fri,Apr 17th,7:35pm,Gold Coast Titans,16,Canberra,10,"T. Archer, S. Lyons",Skilled Park,"18,510",
2009,Round 6,Fri,Apr 17th,7:35pm,Penrith,18,Brisbane,38,"S. Hayne, T. De Las Heras",CUA Stadium,"14,332",
2009,Round 6,Sat,Apr 18th,5:30pm,St George Illawarra,18,Newcastle,24,"J. Robinson, G. Sutton",WIN Jubilee,"14,477",
2009,Round 6,Sat,Apr 18th,7:30pm,South Sydney,8,Manly Warringah,24,"J. Maxwell, M. Cecchin",ANZ,"14,225",
2009,Round 6,Sun,Apr 19th,1:30pm,Cronulla,10,North Queensland,34,"A. Klein, C. James",Hindmarsh,"8,547",
2009,Round 6,Sun,Apr 19th,3:00pm,Parramatta,18,Bulldogs,48,"G. Badger, T. De Las Heras",ANZ,"18,233",
2009,Round 6,Sun,Apr 19th,2:00pm,Warriors,17,Sydney,16,"B. Cummins, A. Shortall",Mt Smart,"16,309",
2009,Round 6,Mon,Apr 20th,7:00pm,Wests Tigers,16,Melbourne,6,"T. Archer, S. Hayne",Leichhardt,"12,646",
2009,Round 7,Fri,Apr 24th,7:35pm,Brisbane,40,Parramatta,8,"J. Maxwell, B. Suttor",Suncorp,"30,887",
2009,Round 7,Fri,Apr 24th,7:35pm,South Sydney,32,Cronulla,26,"B. Cummins, A. Shortall",ANZ,"11,208",
2009,Round 7,Sat,Apr 25th,5:45pm,Melbourne,14,Warriors,14,"T. Archer, M. Cecchin",Olympic Park,"15,200",
2009,Round 7,Sat,Apr 25th,7:50pm,North Queensland,26,Manly Warringah,12,"G. Badger, S. Lyons",Dairy Farmers,"16,153",
2009,Round 7,Sat,Apr 25th,3:15pm,Sydney,0,St George Illawarra,29,"S. Hayne, T. De Las Heras",SFS,"28,926",
2009,Round 7,Sun,Apr 26th,2:00pm,Canberra,20,Bulldogs,30,"A. Klein, C. James",Canberra Stadium,"10,240",
2009,Round 7,Sun,Apr 26th,3:00pm,Wests Tigers,26,Newcastle,24,"J. Robinson, G. Sutton",Campbelltown,"17,898",
2009,Round 7,Mon,Apr 27th,7:00pm,Penrith,34,Gold Coast Titans,20,"B. Cummins, J. Maxwell",CUA Stadium,"9,769",
2009,Round 8,Fri,May 1st,7:35pm,Manly Warringah,8,Melbourne,22,"S. Hayne, T. De Las Heras",Brookvale,"10,752",
2009,Round 8,Fri,May 1st,7:35pm,Parramatta,28,North Queensland,18,"J. Robinson, G. Sutton",Parramatta,"8,104",
2009,Round 8,Sat,May 2nd,7:30pm,Canberra,10,Penrith,18,"S. Lyons, B. Suttor",Canberra Stadium,"8,850",
2009,Round 8,Sat,May 2nd,5:30pm,Cronulla,12,Sydney,19,"G. Badger, M. Cecchin",Toyota,"9,879",
2009,Round 8,Sat,May 2nd,3:00pm,Gold Coast Titans,22,South Sydney,14,"A. Klein, C. James",Skilled Park,"19,833",
2009,Round 8,Sat,May 2nd,7:40pm,Newcastle,28,Brisbane,12,"T. Archer, J. Maxwell",EnergyAustralia,"18,154",
2009,Round 8,Sun,May 3rd,3:00pm,Bulldogs,22,Wests Tigers,20,"S. Hayne, T. De Las Heras",ANZ,"25,622",
2009,Round 8,Sun,May 3rd,2:00pm,St George Illawarra,12,Warriors,11,"B. Cummins, J. Robinson",WIN Stadium,"14,562",
2009,Round 9,Sat,May 9th,7:30pm,North Queensland,24,St George Illawarra,20,"A. Klein, B. Suttor",Dairy Farmers,"16,031",
2009,Round 9,Sun,May 10th,3:00pm,Brisbane,20,Manly Warringah,22,"T. Archer, M. Cecchin",Suncorp,"27,527",
2009,Round 9,Sun,May 10th,2:00pm,Newcastle,23,Gold Coast Titans,18,"B. Cummins, S. Lyons",EnergyAustralia,"11,258",
2009,Round 9,Mon,May 11th,7:00pm,Sydney,12,Melbourne,28,"J. Robinson, T. De Las Heras",Central Coast,"8,412",
2009,Round 10,Fri,May 15th,7:35pm,Brisbane,32,Gold Coast Titans,18,"S. Hayne, G. Badger",Suncorp,"43,079",
2009,Round 10,Fri,May 15th,7:35pm,St George Illawarra,20,Bulldogs,18,"T. Archer, A. Klein",WIN Jubilee,"18,415",
2009,Round 10,Sat,May 16th,7:30pm,Penrith,26,Cronulla,22,"J. Maxwell, G. Sutton",CUA Stadium,"11,750",
2009,Round 10,Sat,May 16th,5:30pm,Sydney,6,Newcastle,38,"S. Lyons, C. James",SFS,"8,611",
2009,Round 10,Sun,May 17th,2:00pm,Manly Warringah,34,Parramatta,10,"T. De Las Heras, G. Badger",Brookvale,"15,916",
2009,Round 10,Sun,May 17th,2:00pm,Warriors,12,North Queensland,34,"B. Cummins, A. Shortall",Mt Smart,"16,345",
2009,Round 10,Sun,May 17th,3:00pm,Wests Tigers,22,South Sydney,23,"J. Robinson, A. Klein",SCG,"29,970",
2009,Round 10,Mon,May 18th,7:00pm,Melbourne,46,Canberra,6,"T. Archer, B. Suttor",Olympic Park,"10,112",
2009,Round 11,Fri,May 22nd,7:35pm,Parramatta,16,South Sydney,16,"G. Badger, B. Suttor",ANZ,"10,670",
2009,Round 11,Fri,May 22nd,7:35pm,Wests Tigers,18,Brisbane,20,"J. Maxwell, B. Cummins",Campbelltown,"9,675",
2009,Round 11,Sat,May 23rd,5:35pm,Bulldogs,26,Melbourne,10,"S. Hayne, G. Sutton",Central Coast,"10,923",
2009,Round 11,Sat,May 23rd,5:35pm,Cronulla,4,St George Illawarra,26,"J. Robinson, T. De Las Heras",Toyota,"15,201",
2009,Round 11,Sat,May 23rd,5:35pm,Penrith,48,Sydney,6,"S. Lyons, A. Klein",CUA Stadium,"8,515",
2009,Round 11,Sun,May 24th,2:00pm,Canberra,38,Warriors,12,"J. Maxwell, B. Sutton",Canberra Stadium,"8,383",
2009,Round 11,Sun,May 24th,3:00pm,Gold Coast Titans,18,Manly Warringah,17,"T. Archer, M. Cecchin",Skilled Park,"16,126",
2009,Round 11,Mon,May 25th,7:00pm,North Queensland,36,Newcastle,10,"B. Cummins, A. Shortall",Dairy Farmers,"11,892",
2009,Round 12,Fri,May 29th,7:35pm,St George Illawarra,38,Penrith,10,"J. Robinson, S. Lyons",WIN Stadium,"10,623",
2009,Round 12,Sat,May 30th,7:30pm,Parramatta,10,Cronulla,13,"B. Cummins, A. Shortall",Parramatta,"7,014",
2009,Round 12,Sun,May 31st,3:00pm,Newcastle,22,Bulldogs,14,"J. Robinson, T. De Las Heras",EnergyAustralia,"18,322",
2009,Round 12,Sun,May 31st,2:00pm,Warriors,14,Wests Tigers,0,"G. Badger, B. Suttor",Mt Smart,"15,835",
2009,Round 12,Mon,Jun 1st,7:00pm,South Sydney,18,Canberra,34,"A. Klein, S. Lyons",ANZ,"9,805",
2009,Round 13,Fri,Jun 5th,7:35pm,Melbourne,48,Brisbane,4,"B. Cummins, G. Badger",Olympic Park,"15,318",
2009,Round 13,Fri,Jun 5th,7:35pm,Wests Tigers,10,Penrith,26,"J. Robinson, B. Sutton",Leichhardt,"14,100",
2009,Round 13,Sat,Jun 6th,5:30pm,Manly Warringah,38,Sydney,18,"S. Lyons, A. Klein",Brookvale,"10,549",
2009,Round 13,Sat,Jun 6th,7:30pm,North Queensland,46,South Sydney,12,"S. Hayne, G. Sutton",Dairy Farmers,"16,568",
2009,Round 13,Sun,Jun 7th,2:00pm,Cronulla,18,Warriors,10,"T. Archer, M. Cecchin",Toyota,"14,082",
2009,Round 13,Sun,Jun 7th,3:00pm,Newcastle,18,Parramatta,20,"G. Badger, B. Suttor",EnergyAustralia,"18,085",
2009,Round 13,Mon,Jun 8th,7:00pm,Gold Coast Titans,28,St George Illawarra,24,"B. Cummins, A. Shortall",Skilled Park,"20,416",
2009,Round 14,Fri,Jun 12th,7:35pm,Brisbane,22,Bulldogs,44,"T. Archer, S. Hayne",Suncorp,"26,353",
2009,Round 14,Fri,Jun 12th,8:35pm,Warriors,13,Newcastle,0,"S. Lyons, B. Sutton",Mt Smart,"14,255",
2009,Round 14,Sat,Jun 13th,7:30pm,Penrith,6,Manly Warringah,20,"J. Robinson, T. De Las Heras",CUA Stadium,"15,806",
2009,Round 14,Sat,Jun 13th,7:30pm,South Sydney,22,Melbourne,28,"A. Klein, C. James",ME Bank,"15,197",
2009,Round 14,Sat,Jun 13th,5:30pm,Sydney,20,Gold Coast Titans,24,"B. Cummins, A. Shortall",Central Coast,"6,232",
2009,Round 14,Sun,Jun 14th,2:00pm,Canberra,22,Cronulla,24,"S. Hayne, G. Sutton",Canberra Stadium,"10,104",
2009,Round 14,Sun,Jun 14th,3:00pm,St George Illawarra,32,North Queensland,18,"T. Archer, M. Cecchin",WIN Stadium,"11,374",
2009,Round 14,Mon,Jun 15th,7:00pm,Parramatta,6,Wests Tigers,23,"B. Cummins, B. Suttor",Parramatta,"12,003",
2009,Round 15,Fri,Jun 19th,7:35pm,Bulldogs,19,Penrith,12,"G. Badger, M. Cecchin",ANZ,"13,992",
2009,Round 15,Sat,Jun 20th,7:30pm,North Queensland,24,Sydney,22,"J. Robinson, T. De Las Heras",Dairy Farmers,"13,486",
2009,Round 15,Sun,Jun 21st,3:00pm,Manly Warringah,20,Canberra,14,"J. Maxwell, B. Sutton",Brookvale,"8,182",
2009,Round 15,Sun,Jun 21st,2:00pm,Melbourne,14,Wests Tigers,12,"A. Klein, S. Lyons",Olympic Park,"10,417",
2009,Round 15,Mon,Jun 22nd,7:00pm,Cronulla,46,Brisbane,12,"G. Badger, B. Suttor",Toyota,"8,117",
2009,Round 16,Fri,Jun 26th,7:35pm,Bulldogs,30,North Queensland,18,"J. Maxwell, B. Sutton",ANZ,"13,461",
2009,Round 16,Fri,Jun 26th,7:35pm,Wests Tigers,10,St George Illawarra,21,"J. Robinson, T. De Las Heras",SFS,"15,211",
2009,Round 16,Sat,Jun 27th,5:30pm,Gold Coast Titans,28,Warriors,12,"B. Cummins, A. Shortall",Skilled Park,"20,031",
2009,Round 16,Sat,Jun 27th,7:30pm,Sydney,19,Cronulla,12,"A. Klein, C. James",SFS,"7,472",
2009,Round 16,Sun,Jun 28th,2:00pm,Canberra,26,Melbourne,16,"G. Badger, B. Suttor",Canberra Stadium,"9,551",
2009,Round 16,Sun,Jun 28th,3:00pm,Parramatta,21,Brisbane,14,"T. Archer, M. Cecchin",Parramatta,"10,030",
2009,Round 16,Mon,Jun 29th,7:00pm,Newcastle,25,South Sydney,20,"S. Hayne, G. Sutton",EnergyAustralia,"14,204",
2009,Round 17,Fri,Jul 3rd,7:35pm,Brisbane,28,Warriors,14,"J. Maxwell, B. Sutton",Suncorp,"32,456",
2009,Round 17,Fri,Jul 3rd,7:35pm,St George Illawarra,34,Sydney,12,"T. Archer, T. De Las Heras",WIN Jubilee,"12,472",
2009,Round 17,Sat,Jul 4th,7:30pm,Melbourne,18,Newcastle,14,"S. Hayne, M. Cecchin",Olympic Park,"9,041",
2009,Round 17,Sat,Jul 4th,7:30pm,North Queensland,24,Cronulla,4,"B. Cummins, B. Suttor",Dairy Farmers,"17,283",
2009,Round 17,Sat,Jul 4th,5:30pm,South Sydney,20,Wests Tigers,54,"S. Lyons, A. Shortall",ANZ,"14,586",
2009,Round 17,Sun,Jul 5th,2:00pm,Canberra,34,Gold Coast Titans,28,"G. Badger, C. James",Canberra Stadium,"9,800",
2009,Round 17,Sun,Jul 5th,3:00pm,Penrith,38,Parramatta,34,"J. Robinson, G. Sutton",CUA Stadium,"16,845",
2009,Round 17,Mon,Jul 6th,7:00pm,Manly Warringah,19,Bulldogs,12,"T. Archer, J. Maxwell",Brookvale,"15,501",
2009,Round 18,Fri,Jul 10th,7:35pm,South Sydney,36,Penrith,12,"B. Cummins, T. De Las Heras",ANZ,"9,017",
2009,Round 18,Sat,Jul 11th,7:30pm,Newcastle,23,Canberra,4,"J. Maxwell, B. Sutton",EnergyAustralia,"15,355",
2009,Round 18,Sun,Jul 12th,3:00pm,St George Illawarra,48,Manly Warringah,18,"G. Badger, A. Klein",WIN Stadium,"16,792",
2009,Round 18,Sun,Jul 12th,4:00pm,Warriors,14,Bulldogs,18,"J. Robinson, G. Sutton",Mt Smart,"11,802",
2009,Round 18,Mon,Jul 13th,7:00pm,Gold Coast Titans,18,Parramatta,12,"S. Lyons, M. Cecchin",Skilled Park,"14,009",
2009,Round 19,Fri,Jul 17th,6:40pm,Brisbane,12,South Sydney,44,"G. Badger, T. De Las Heras",Suncorp,"50,109",
2009,Round 19,Fri,Jul 17th,8:30pm,Bulldogs,23,Gold Coast Titans,16,"J. Maxwell, B. Cummins",Suncorp,"50,109",
2009,Round 19,Sat,Jul 18th,7:30pm,Cronulla,26,Manly Warringah,32,"S. Lyons, A. Shortall",Toyota,"10,114",
2009,Round 19,Sat,Jul 18th,5:30pm,Penrith,27,Canberra,14,"J. Robinson, G. Sutton",CUA Stadium,"8,074",
2009,Round 19,Sun,Jul 19th,2:00pm,Sydney,24,Warriors,30,"B. Cummins, B. Suttor",SFS,"8,021",
2009,Round 19,Sun,Jul 19th,3:00pm,Wests Tigers,34,North Queensland,14,"S. Hayne, M. Cecchin",Leichhardt,"18,804",
2009,Round 19,Mon,Jul 20th,7:00pm,Parramatta,18,Melbourne,16,"A. Klein, B. Sutton",Parramatta,"10,804",
2009,Round 20,Fri,Jul 24th,7:35pm,Gold Coast Titans,34,Brisbane,18,"J. Maxwell, B. Sutton",Skilled Park,"26,336",
2009,Round 20,Fri,Jul 24th,7:35pm,Manly Warringah,44,Newcastle,20,"T. Archer, J. Robinson",Central Coast,"15,857",
2009,Round 20,Sat,Jul 25th,5:30pm,Bulldogs,8,Parramatta,27,"S. Lyons, A. Shortall",ANZ,"31,664",
2009,Round 20,Sat,Jul 25th,7:30pm,Melbourne,30,Cronulla,10,"B. Cummins, B. Suttor",Olympic Park,"10,533",
2009,Round 20,Sat,Jul 25th,7:30pm,North Queensland,20,Penrith,28,"S. Hayne, M. Cecchin",Dairy Farmers,"14,274",
2009,Round 20,Sun,Jul 26th,2:00pm,Canberra,4,Wests Tigers,25,"T. Archer, P. Haines",Canberra Stadium,"11,150",
2009,Round 20,Sun,Jul 26th,4:00pm,Warriors,4,St George Illawarra,29,"G. Badger, A. Klein",Mt Smart,"13,507",
2009,Round 20,Mon,Jul 27th,7:00pm,South Sydney,40,Sydney,20,"J. Robinson, G. Sutton",ANZ,"11,031",
2009,Round 21,Fri,Jul 31st,7:35pm,Gold Coast Titans,18,North Queensland,34,"T. Archer, A. Klein",Skilled Park,"20,315",
2009,Round 21,Fri,Jul 31st,7:35pm,St George Illawarra,26,Melbourne,12,"J. Maxwell, M. Cecchin",WIN Jubilee,"16,474",
2009,Round 21,Sat,Aug 1st,5:30pm,Canberra,56,Brisbane,0,"J. Robinson, G. Sutton",Canberra Stadium,"10,200",
2009,Round 21,Sat,Aug 1st,7:30pm,Newcastle,18,Sydney,30,"B. Cummins, B. Suttor",EnergyAustralia,"15,112",
2009,Round 21,Sat,Aug 1st,7:30pm,Penrith,32,Warriors,32,"S. Lyons, A. Shortall",CUA Stadium,"12,677",
2009,Round 21,Sun,Aug 2nd,2:00pm,Cronulla,0,Parramatta,30,"J. Maxwell, B. Sutton",Toyota,"12,246",
2009,Round 21,Sun,Aug 2nd,3:00pm,South Sydney,18,Bulldogs,26,"G. Badger, A. Klein",ANZ,"24,217",
2009,Round 21,Mon,Aug 3rd,7:00pm,Wests Tigers,19,Manly Warringah,18,"S. Hayne, M. Cecchin",SFS,"13,531",
2009,Round 22,Fri,Aug 7th,7:35pm,Melbourne,20,North Queensland,8,"T. Archer, G. Sutton",Olympic Park,"10,510",
2009,Round 22,Fri,Aug 7th,7:35pm,Penrith,6,St George Illawarra,25,"G. Badger, A. Klein",CUA Stadium,"19,987",
2009,Round 22,Sat,Aug 8th,7:30pm,Bulldogs,23,Canberra,20,"J. Maxwell, B. Sutton",ANZ,"13,310",
2009,Round 22,Sat,Aug 8th,5:30pm,Manly Warringah,22,South Sydney,36,"B. Cummins, B. Suttor",Brookvale,"15,702",
2009,Round 22,Sun,Aug 9th,3:00pm,Parramatta,40,Newcastle,8,"S. Hayne, M. Cecchin",Parramatta,"17,669",
2009,Round 22,Sun,Aug 9th,2:00pm,Sydney,10,Wests Tigers,17,"G. Badger, T. De Las Heras",SFS,"16,427",
2009,Round 22,Sun,Aug 9th,2:00pm,Warriors,10,Gold Coast Titans,30,"S. Lyons, A. Shortall",Mt Smart,"10,205",
2009,Round 22,Mon,Aug 10th,7:00pm,Brisbane,30,Cronulla,10,"B. Cummins, P. Haines",Suncorp,"20,114",
2009,Round 23,Fri,Aug 14th,7:35pm,North Queensland,12,Bulldogs,22,"S. Hayne, J. Robinson",Dairy Farmers,"18,199",
2009,Round 23,Fri,Aug 14th,7:35pm,South Sydney,14,Gold Coast Titans,22,"T. Archer, G. Sutton",ANZ,"11,977",
2009,Round 23,Sat,Aug 15th,7:30pm,Canberra,24,St George Illawarra,12,"B. Cummins, B. Suttor",Canberra Stadium,"19,350",
2009,Round 23,Sat,Aug 15th,7:30pm,Parramatta,40,Warriors,4,"G. Badger, A. Klein",Parramatta,"12,627",
2009,Round 23,Sat,Aug 15th,5:30pm,Sydney,12,Manly Warringah,44,"J. Maxwell, B. Sutton",SFS,"9,968",
2009,Round 23,Sun,Aug 16th,3:00pm,Brisbane,58,Penrith,24,"S. Hayne, M. Cecchin",Suncorp,"25,305",
2009,Round 23,Sun,Aug 16th,2:00pm,Cronulla,10,Wests Tigers,56,"S. Lyons, A. Shortall",Toyota,"12,982",
2009,Round 23,Mon,Aug 17th,7:00pm,Newcastle,26,Melbourne,14,"J. Robinson, P. Haines",EnergyAustralia,"13,580",
2009,Round 24,Fri,Aug 21st,7:35pm,St George Illawarra,2,Brisbane,12,"S. Hayne, B. Cummins",WIN Stadium,"17,044",
2009,Round 24,Fri,Aug 21st,7:35pm,Wests Tigers,18,Parramatta,26,"T. Archer, J. Maxwell",SFS,"34,272",
2009,Round 24,Sat,Aug 22nd,5:30pm,Newcastle,32,North Queensland,26,"A. Klein, J. Robinson",EnergyAustralia,"15,408",
2009,Round 24,Sat,Aug 22nd,7:30pm,Penrith,40,South Sydney,10,"G. Badger, B. Sutton",CUA Stadium,"14,214",
2009,Round 24,Sun,Aug 23rd,2:00pm,Gold Coast Titans,20,Cronulla,10,"S. Lyons, G. Sutton",Skilled Park,"14,714",
2009,Round 24,Sun,Aug 23rd,3:00pm,Melbourne,16,Manly Warringah,20,"T. Archer, S. Hayne",Olympic Park,"12,601",
2009,Round 24,Sun,Aug 23rd,2:00pm,Warriors,34,Canberra,20,"M. Cecchin, A. Devcich",Mt Smart,"8,812",
2009,Round 24,Mon,Aug 24th,7:00pm,Bulldogs,28,Sydney,4,"J. Maxwell, C. James",ANZ,"12,298",
2009,Round 25,Fri,Aug 28th,7:35pm,North Queensland,10,Brisbane,16,"B. Cummins, M. Cecchin",Dairy Farmers,"24,332",
2009,Round 25,Fri,Aug 28th,7:35pm,Parramatta,48,Penrith,6,"S. Hayne, J. Robinson",Parramatta,"20,237",
2009,Round 25,Sat,Aug 29th,5:30pm,Gold Coast Titans,36,Wests Tigers,24,"T. Archer, B. Sutton",Skilled Park,"20,102",
2009,Round 25,Sat,Aug 29th,7:30pm,Melbourne,38,Sydney,4,"J. Maxwell, B. Suttor",Olympic Park,"13,332",
2009,Round 25,Sat,Aug 29th,7:30pm,South Sydney,41,St George Illawarra,6,"A. Klein, S. Lyons",ANZ,"19,218",
2009,Round 25,Sun,Aug 30th,3:00pm,Bulldogs,40,Warriors,20,"G. Badger, A. Shortall",ANZ,"41,835",
2009,Round 25,Sun,Aug 30th,2:00pm,Manly Warringah,18,Cronulla,16,"J. Robinson, P. Haines",Brookvale,"15,844",
2009,Round 25,Mon,Aug 31st,7:00pm,Canberra,30,Newcastle,14,"A. Klein, M. Cecchin",Canberra Stadium,"9,400",
2009,Round 26,Fri,Sep 4th,7:35pm,St George Illawarra,37,Parramatta,0,"T. Archer, G. Badger",WIN Jubilee,"17,974",
2009,Round 26,Fri,Sep 4th,7:35pm,Wests Tigers,34,Bulldogs,12,"J. Maxwell, S. Lyons",SFS,"17,375",
2009,Round 26,Sat,Sep 5th,7:30pm,Cronulla,24,South Sydney,26,"M. Cecchin, G. Sutton",Toyota,"14,879",
2009,Round 26,Sat,Sep 5th,7:30pm,Manly Warringah,38,Gold Coast Titans,4,"S. Hayne, B. Sutton",Brookvale,"14,165",
2009,Round 26,Sat,Sep 5th,5:30pm,Warriors,0,Melbourne,30,"A. Klein, A. Shortall",Mt Smart,"14,734",
2009,Round 26,Sun,Sep 6th,7:00pm,Brisbane,22,Canberra,10,"J. Robinson, B. Suttor",Suncorp,"35,112",
2009,Round 26,Sun,Sep 6th,3:00pm,Newcastle,35,Penrith,0,"B. Cummins, G. Badger",EnergyAustralia,"22,152",
2009,Round 26,Sun,Sep 6th,2:00pm,Sydney,16,North Queensland,32,"S. Lyons, C. James",SFS,"10,277",
2009,Qualif Final,Fri,Sep 11th,7:45pm,Melbourne,40,Manly Warringah,12,"S. Hayne, G. Badger",Etihad,"21,155",
2009,Qualif Final,Sat,Sep 12th,8:30pm,Bulldogs,26,Newcastle,12,"T. Archer, J. Robinson",ANZ,"21,369",
2009,Qualif Final,Sat,Sep 12th,6:30pm,Gold Coast Titans,32,Brisbane,40,"A. Klein, B. Cummins",Skilled Park,"27,227",
2009,Qualif Final,Sun,Sep 13th,4:00pm,St George Illawarra,12,Parramatta,25,"J. Maxwell, M. Cecchin",WIN Jubilee,"18,174",
2009,Semi Final,Fri,Sep 18th,7:45pm,Parramatta,27,Gold Coast Titans,2,"S. Hayne, J. Maxwell",SFS,"28,524",
2009,Semi Final,Sat,Sep 19th,7:45pm,Brisbane,24,St George Illawarra,10,"T. Archer, B. Cummins",Suncorp,"50,225",
2009,Prelim Final,Fri,Sep 25th,7:45pm,Bulldogs,12,Parramatta,22,"T. Archer, B. Cummins",ANZ,"74,549",
2009,Prelim Final,Sat,Sep 26th,7:45pm,Melbourne,40,Brisbane,10,"S. Hayne, J. Maxwell",Etihad,"27,687",
2009,Grand Final,Sun,Oct 4th,5:00pm,Melbourne,23,Parramatta,16,"T. Archer, S. Hayne",ANZ,"82,538",
2010,Round 1,Fri,Mar 12th,8:30pm,Brisbane,30,North Queensland,24,"J. Maxwell, G. Sutton",Suncorp,"48,516",
2010,Round 1,Fri,Mar 12th,7:30pm,Parramatta,12,St George Illawarra,18,"T. Archer, G. Badger",Parramatta,"18,293",
2010,Round 1,Sat,Mar 13th,5:30pm,Canterbury,16,Newcastle,20,"J. Robinson, B. Sutton",ANZ,"18,110",
2010,Round 1,Sat,Mar 13th,7:30pm,Cronulla,10,Melbourne,14,"B. Cummins, B. Suttor",Toyota,"11,820",
2010,Round 1,Sat,Mar 13th,7:30pm,Penrith,34,Canberra,16,"S. Lyons, A. Shortall",CUA Stadium,"11,133",
2010,Round 1,Sun,Mar 14th,1:00pm,Gold Coast Titans,24,Warriors,18,"M. Cecchin, C. James",Skilled Park,"16,112",
2010,Round 1,Sun,Mar 14th,3:00pm,South Sydney,10,Sydney,36,"A. Klein, T. De Las Heras",ANZ,"23,149",
2010,Round 1,Mon,Mar 15th,7:00pm,Wests Tigers,26,Manly Warringah,22,"J. Maxwell, G. Badger",SFS,"18,421",
2010,Round 2,Fri,Mar 19th,7:30pm,St George Illawarra,26,Canterbury,6,"T. Archer, M. Cecchin",WIN Stadium,"16,177",
2010,Round 2,Fri,Mar 19th,8:30pm,South Sydney,18,Gold Coast Titans,19,"A. Klein, T. De Las Heras",ANZ,"10,943",
2010,Round 2,Sat,Mar 20th,7:30pm,Newcastle,14,Melbourne,20,"S. Lyons, A. Shortall",EnergyAustralia,"16,242",
2010,Round 2,Sat,Mar 20th,6:30pm,North Queensland,28,Penrith,20,"B. Cummins, C. James",Dairy Farmers,"13,335",
2010,Round 2,Sat,Mar 20th,7:30pm,Warriors,30,Cronulla,16,"J. Robinson, B. Sutton",Mt Smart,"15,314",
2010,Round 2,Sun,Mar 21st,2:00pm,Parramatta,24,Manly Warringah,20,"S. Hayne, B. Suttor",Parramatta,"15,602",
2010,Round 2,Sun,Mar 21st,3:00pm,Sydney,44,Wests Tigers,32,"J. Maxwell, G. Sutton",SFS,"19,021",
2010,Round 2,Mon,Mar 22nd,7:00pm,Canberra,22,Brisbane,14,"G. Badger, P. Haines",Canberra Stadium,"14,200",
2010,Round 3,Fri,Mar 26th,8:35pm,St George Illawarra,33,North Queensland,8,"J. Maxwell, G. Sutton",WIN Stadium,"13,267",
2010,Round 3,Fri,Mar 26th,7:35pm,Wests Tigers,23,Parramatta,12,"T. Archer, M. Cecchin",SFS,"21,318",
2010,Round 3,Sat,Mar 27th,8:30pm,Gold Coast Titans,24,Canberra,4,"B. Cummins, C. James",Skilled Park,"11,521",
2010,Round 3,Sat,Mar 27th,7:30pm,Manly Warringah,36,Newcastle,12,"A. Klein, T. De Las Heras",Central Coast,"12,138",
